Scheme_Name	Net_Asset_Value
Sundaram Emerging Small Cap Series I Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	16.9995
Sundaram Emerging Small Cap Series II Direct Plan - Growth	18.0288
Sundaram Emerging Small Cap Series II Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	18.0288
Sundaram Emerging Small Cap Series II Regular Plan - Growth	17.2015
Sundaram Emerging Small Cap Series II Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	17.2015
Sundaram Emerging Small Cap Series III Direct Plan - Growth	19.8973
Sundaram Emerging Small Cap Series III Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	19.5320
Sundaram Emerging Small Cap Series III Regular Plan - Growth	19.1681
Sundaram Emerging Small Cap Series III Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	18.8070
Sundaram Emerging Small Cap Series IV Direct Plan - Growth	20.0932
Sundaram Emerging Small Cap Series IV Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	19.3762
Sundaram Emerging Small Cap Series IV Regular Plan - Growth	19.3426
Sundaram Emerging Small Cap Series IV Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	18.6345
Sundaram Emerging Small Cap Series V Direct Plan - Growth	21.1196
Sundaram Emerging Small Cap Series V Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	20.3687
Sundaram Emerging Small Cap Series V Regular Plan - Growth	20.5315
Sundaram Emerging Small Cap Series V Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	19.7890
Sundaram Emerging Small Cap Series VI Direct Plan - Growth	24.5911
Sundaram Emerging Small Cap Series VI Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	23.0533
Sundaram Emerging Small Cap Series VI Regular Plan - Growth	23.9564
Sundaram Emerging Small Cap Series VI Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	22.4359
Sundaram Emerging Small Cap Series VII Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	23.0691
Sundaram Emerging Small Cap Series VII Regular Plan - Growth	24.0618
Sundaram Emerging Small Cap Series VII Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	22.5654
Sundaram Emerging Small Cap VII Direct Plan - Growth	24.5783
Sundaram Multi Cap Fund Series I Direct Plan - Growth	17.7978
Sundaram Multi Cap Fund Series I Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	16.9283
Sundaram Multi Cap Fund Series I Regular Plan - Growth	17.3003
Sundaram Multi Cap Fund Series I Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	16.6440
Sundaram Multi Cap Fund Series II Direct Plan - Growth	18.1623
Sundaram Multi Cap Fund Series II Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	17.2858
Sundaram Multi Cap Fund Series II Regular Plan - Growth	17.6437
Sundaram Multi Cap Fund Series II Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	16.9848
UTI Focussed Equity Fund Series - 1 (2195 Days) - Direct Plan - Dividend Option	14.205
UTI Focussed Equity Fund Series - 1 (2195 Days) - Direct Plan - Growth Option	15.3687
UTI Focussed Equity Fund Series - 1 (2195 Days) - Regular Plan - Dividend Option	13.2056
UTI Focussed Equity Fund Series - 1 (2195 Days) - Regular Plan - Growth Option	14.3308
UTI Focussed Equity Fund - Series IV (1104 Days) - Direct Plan - Dividend  Option	10.6409
UTI Focussed Equity Fund - Series IV (1104 Days) - Direct Plan - Growth Option	10.6409
UTI Focussed Equity Fund - Series IV (1104 Days) - Regular Plan - Dividend Option	10.2531
UTI Focussed Equity Fund - Series IV (1104 Days) - Regular Plan - Growth Option	10.253
UTI Focussed Equity Fund - Series V (1102 Days) - Direct Plan - Dividend Option	11.8178
UTI Focussed Equity Fund - Series V (1102 Days) - Direct Plan - Growth Option	11.8178
UTI Focussed Equity Fund - Series V (1102 Days) - Regular Plan - Dividend Option	11.3617
UTI Focussed Equity Fund - Series V (1102 Days) - Regular Plan - Growth Option	11.3617
UTI Focussed Equity Fund - Series VI (1150 Days) - Direct Plan - Growth Option	13.7253
UTI Focussed Equity Fund - Series VI (1150 Days) - Direct Plan - IDCW	13.7253
UTI Focussed Equity Fund - Series VI (1150 Days) - Regular Plan - Growth Option	13.2169
UTI Focussed Equity Fund - Series VI (1150 Days) - Regular Plan - IDCW	13.2169
UTI Long Term Advantage Fund Series VII - Direct Plan - Growth Option	13.1836
UTI Long Term Advantage Fund Series VII - Direct Plan - IDCW	13.1836
UTI Long Term Advantage Fund Series VII - Regular Plan - Growth Option	12.737
UTI Long Term Advantage Fund Series VII - Regular Plan - IDCW	12.737
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Direct Plan - Growth Option	10.9754
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Direct Plan - Payout of IDCW option	10.9759
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Regular Plan - Growth Option	10.9551
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Regular Plan - Payout of IDCW option	10.9551
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Direct Plan - Growth Option	10.977
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Direct Plan - Payout of IDCW Option	10.9777
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Regular Plan - Growth Option	10.9564
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Regular Plan - Payout of IDCW Option	10.9564
Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Direct Plan - Growth Option	10.5906
Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Regular Plan - Growth Option	10.5779
Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Regular Plan - Payout of IDCW option	10.5781
Aditya Birla Sun Life Fixed Term Plan - Series TZ (90 days) - Direct Plan - Growth Option	10.17
Aditya Birla Sun Life Fixed Term Plan - Series TZ (90 days) - Regular Plan -Growth Option	10.1675
Aditya Birla Sun Life Fixed Term Plan - Series TZ (90 days)- Direct Plan - Payout of IDCW Option	10.
Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days) - Direct Plan Growth Option	10.3785
Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days) - Regular Plan - Payout of IDCW Option	10.3737
Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days)- Regular Plan - Growth Option	10.3737
Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Direct Plan - Growth Option	10.204
Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Direct Plan - Payout of IDCW Option	10.2042
Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Regular Plan - Growth Option	10.2014
Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Regular Plan - Payout of IDCW Option	10.2016
Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Direct Plan - Growth Option	10.2041
Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Direct Plan - Payout of IDCW Option	10.2046
Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Regular Plan - Growth Option	10.2022
Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Regular Plan - Payout of IDCW Option	10.2023
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Direct - IDCW	10.
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Growth - Regular Plan	29.4298
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - institutional - IDCW	10.0116
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Regular - IDCW	10.0116
Aditya Birla Sun Life Interval Income Fund - Quarterly Series I - Growth - Direct Plan	29.5731
Axis Fixed Term Plan - Series 112 (1143 Days) - Direct Plan - Growth	10.3317
Axis Fixed Term Plan - Series 112 (1143 Days) - Regular  Plan - Growth	10.3250
Axis Fixed Term Plan - Series 112 (1143 Days) - Regular Plan -  Half Yearly IDCW Payout	10.3250
Axis Fixed Term Plan - Series 112 (1143 Days) - Regular Plan - Quarterly IDCW Payout	10.3251
Axis Fixed Term Plan - Series 113 (1228 Days) - Direct Plan - Growth	10.2098
Axis Fixed Term Plan - Series 113 (1228 Days) - Direct Plan - Quarterly IDCW	10.2098
Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Growth	10.2046
Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Half Yearly IDCW	10.2046
Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Quarterly IDCW	10.2044
Axis Fixed Term Plan - Series 114 (83 Days) - Direct Plan - Growth	10.1468
Axis Fixed Term Plan - Series 114 (83 Days) - Direct Plan - Quarterly IDCW	10.1465
Axis Fixed Term Plan - Series 114 (83 Days) - Regular Plan - Growth	10.1448
Axis Fixed Term Plan - Series 114 (83 Days) - Regular Plan - Quarterly IDCW	10.1448
BANDHAN Fixed Term Plan Series 179 DIRECT PLAN HALF YEARLY-IDCW (3652 days)	11.4737
BANDHAN Fixed Term Plan Series 179 DIRECT PLAN-GROWTH (3652 days)	14.3349
BANDHAN Fixed Term Plan Series 179 REGULAR PLAN PERIODIC-IDCW (3652 days)	12.2048
BANDHAN Fixed Term Plan Series 179 REGULAR PLAN-GROWTH (3652 days)	14.1843
IDFC Fixed Term Plan Series 167 REGULAR PLAN HALF YEARLY-IDCW (1202 days)	10.41782744
IDFC Fixed Term Plan Series 167 REGULAR PLAN QUARTERLY-IDCW (1202 days)	10.47320000
IDFC Fixed Term Plan Series 167 REGULAR PLAN-GROWTH (1202 days)	12.86192201
Baroda BNP Paribas Fixed Maturity Plan- Series P- Direct Plan- Growth Option	12.6482
Baroda BNP Paribas Fixed Maturity Plan- Series P- Direct Plan- IDCW Option	12.6482
Baroda BNP Paribas Fixed Maturity Plan- Series P- Regular Plan- Growth Option	12.5265
Baroda BNP Paribas Fixed Maturity Plan- Series P- Regular Plan- IDCW Option	12.5265
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - DIRECT PLAN - GROWTH OPTION	13.1536
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - DIRECT PLAN - IDCW (Payout/Reinvestment)	13.1506
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - REGULAR PLAN - GROWTH OPTION	13.0217
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - REGULAR PLAN - IDCW (Payout/Reinvestment)	13.0217
DSP FMP Series - 264 - 60M - 17D - Direct - Growth	10.7393
DSP FMP Series - 264 - 60M - 17D - Direct - IDCW	10.7393
DSP FMP Series - 264 - 60M - 17D - Regular - IDCW	10.7118
DSP FMP Series - 264 - 60M - 17D - Regular Plan - Growth	10.7117
DSP FMP Series - 267 - 1246 Days - Direct - Growth	10.4671
DSP FMP Series - 267 - 1246 Days - Direct - IDCW	10.4671
DSP FMP Series - 267 - 1246 Days - Regular - Growth	10.4608
DSP FMP Series - 267 - 1246 Days - Regular - IDCW	10.4608
DSP FMP Series - 268 - 1281 Days - Direct - Growth	10.4362
DSP FMP Series - 268 - 1281 Days - Direct - IDCW	10.4360
DSP FMP Series - 268 - 1281 Days - Regular - Growth	10.4281
DSP FMP Series - 268 - 1281 Days - Regular - IDCW	10.4281
DSP FMP Series - 269 - 160 Days - Direct Growth	10.3256
DSP FMP Series - 269 - 160 Days - Direct IDCW	10.3256
DSP FMP Series - 269 - 160 Days - Regular Growth	10.3211
DSP FMP Series - 269 - 160 Days - Regular IDCW	10.3211
DSP FMP Series - 270 - 1144 Days - Direct - Growth	10.2759
DSP FMP Series - 270 - 1144 Days - Direct - IDCW	10.2759
DSP FMP Series - 270 - 1144 Days - Regular - Growth	10.2731
DSP FMP Series - 270 - 1144 Days - Regular - IDCW	10.2731
Franklin India Fixed Maturity Plans - Series 1 - Plan A (1108 days) - Dividend	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan A (1108 days) - Growth	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan A (1108 days) - Growth - Direct	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Direct - Dividend	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Direct - Growth	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Dividend	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Growth	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Quarterly Dividend	0.0000
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Quarterly Dividend - Direct	0.0000
Franklin India Fixed Maturity Plans Series4 - Plan D (1098 days) Growth- Direct	0.0000
Franklin India Fixed Maturity Plans- Series 4- Plan D (1098 days) - Growth	0.0000
Franklin India Fixed Maturity Plans- Series 4- Plan D (1098 days)- Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 4- Plan D(1098 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 5- Plan B (1244 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 5- Plan B (1244 days)- Growth Direct	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 5- Plan E (1224 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 5- Plan E (1224 days)- Growth- Direct	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 6 Plan C (1169 days)- Growth	0.0000
Franklin India Fixed Maturity Plans - Series 6 Plan C (1169 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 6 Plan C (1169 days)- Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 6 Plan C (1169 days)- Growth- Direct	0.0000
Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans -series 3- Plan E (1104) days- Growth -Direct	0.0000
Franklin India Fixed Maturity Plans- series 3- Plan E (1104) days- Growth	0.0000
Franklin India Fixed Maturity Plans Series 4 Plan C (1098 days) -Growth -Direct	0.0000
Franklin India Fixed Maturity Plans- Series 4 Plan C (1098 days) -Dividend -Direct	10.0000
Franklin India Fixed Maturity Plans- Series 4 Plan C (1098 days) -Growth	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 5 Plan A (1273 days)- Growth -Direct	0.0000
Franklin India Fixed Maturity Plans -Series 5 Plan A (1273 days)- Growth	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 4 - Plan B (1098 days)- Growth - Direct	0.0000
Franklin India Fixed Maturity Plans - Series 4- Plan B (1098 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 4 - Plan B (1098 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 2- Plan A(1224 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 2- Plan A(1224 days)- Growth- Direct	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan B 1224 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan B 1224 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Dividend -Direct	10.0000
Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Growth- Direct	0.0000
Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Quarterly Dividend - Direct	10.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 2- Plan C (1205 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 2- Plan C(1205 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 2- Plan C(1205 days)- Growth- Direct	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan A 1157 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Dividend Direct	10.0000
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Growth-Direct	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Quarterly Dividend	10.0000
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan B 1139 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan B 1139 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Dividend -Direct	10.0000
Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Growth- Direct	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Quarterly Dividend-Direct	10.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan C (1132 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan C (1132 days)- Growth-Direct	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan D (1132 days)- Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 3- Plan D(1132 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 3- Plan D(1132 days)- Growth-Direct	0.0000
Franklin India Fixed Maturity Plans - Series 3 - Plan F 1098 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans - Series 3 Plan F (1098 days) - Growth Direct	0.0000
Franklin India Fixed Maturity Plans Series 3- Plan F (1098 days)- Growth	0.0000
Franklin India Fixed Maturity Plans Series 3- Plan F (1098 days)- Quarterly Dividend	10.0000
Franklin India Fixed Maturity Plans Series 3- Plan F (1098 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 3- Plan F (1098 days )- Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans - Series 4 Plan F (1286 days)- Growth -Direct	0.0000
Franklin India Fixed Maturity Plans- Series 4 Plan F (1286 days) -Growth	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days -QTR - IDCW 	0.0000
Franklin India Fixed maturity Plans- Series 4- Plan A (1098 days) - Growth - Direct	0.0000
Franklin India Fixed Maturity Plans- Series 4- Plan A (1098 days) -Growth	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturit Plans- Series 4- Plan E (1098 days)- Growth - Direct	0.0000
Franklin India Fixed Maturity Plans- Series 4- Plan E (1098 days)- Dividend -Direct	10.0000
Franklin India Fixed Maturity Plans- Series 4- Plan E (1098 days)- Growth	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan E 1098 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan E 1098 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 4 - Plan E 1098 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans -Series 5 Plan D (1238 days)- Growth - Direct	0.0000
Franklin India Fixed Maturity Plans- Series 5 Plan D (1238 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 5 Plan D (1238 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan D 1238 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan D 1238 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan D 1238 days -QTR - IDCW 	0.0000
Franklin India Fixed Maturity Plans Series 5 Plan F (1203 days)- Growth	0.0000
Franklin India Fixed Maturity Plans- Series 5 Plan F (1203 days)-Growth Direct	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan F 1203 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan F 1203 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan F 1203 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan F 1203 days -QTR - IDCW 	0.0000
Franklin Idnia Fixed Maturity Palns- Series 5 Plan C (1259 days)- Growth	0.0000
Franklin India Fixed Maturity Plans - Series5 Plan C (1259 days)- Growth Direct	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan C 1259 days - Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan C 1259 days - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan C 1259 days - QTR Direct - IDCW 	0.0000
Franklin India Fixed Maturity Plans-Series 5 - Plan C 1259 days -QTR - IDCW 	0.0000
Indiabulls FMP Series III - 370 Days July 2013 (3) - Direct Plan - Growth Option	11.0027
Indiabulls FMP Series III - 370 Days July 2013 (3) - Regular Plan - Growth Option	10.9915
Indiabulls FMP Series V - Plan (1) - 1175 Days - Direct Plan Growth	13.2325
Indiabulls FMP Series V - Plan (1) - 1175 Days - Regular Plan Growth	12.9794
HDFC FMP 1100D April 2019 (1) - Growth Option	12.3999
HDFC FMP 1100D April 2019 (1) - Growth Option - Direct Plan	12.4731
HDFC FMP 1100D April 2019 (1) - IDCW Option	10
HDFC FMP 1100D April 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1100D April 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1100D April 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1118D March 2019 (1) - Growth Option	12.3925
HDFC FMP 1118D March 2019 (1) - Growth Option - Direct Plan	12.4472
HDFC FMP 1118D March 2019 (1) - IDCW Option	10
HDFC FMP 1118D March 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1118D March 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1120D March 2019 (1) - Growth Option	12.354
HDFC FMP 1120D March 2019 (1) - Growth Option - Direct Plan	12.452
HDFC FMP 1120D March 2019 (1) - IDCW Option	10
HDFC FMP 1120D March 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1120D March 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1120D March 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1126D March 2019 (1) - Growth Option	12.5025
HDFC FMP 1126D March 2019 (1) - Growth Option - Direct Plan	12.6016
HDFC FMP 1126D March 2019 (1) - IDCW Option	10
HDFC FMP 1126D March 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1126D March 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1126D March 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1127D March 2019 (1) - Growth Option	12.4084
HDFC FMP 1127D March 2019 (1) - Growth Option - Direct Plan	12.507
HDFC FMP 1127D March 2019 (1) - IDCW Option	10
HDFC FMP 1127D March 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1127D March 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1127D March 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1133D February 2019 (1) - Growth Option	12.5318
HDFC FMP 1133D February 2019 (1) - Growth Option - Direct Plan	12.6314
HDFC FMP 1133D February 2019 (1) - IDCW Option	10
HDFC FMP 1133D February 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1133D February 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1133D February 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1146D February 2019 (1) - Growth Option	12.5851
HDFC FMP 1146D February 2019 (1) - Growth Option - Direct Plan	12.6858
HDFC FMP 1146D February 2019 (1) - IDCW Option	10
HDFC FMP 1146D February 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1146D February 2019 (1) - Quarterly IDCW Option	10
